,date,author,converation,replies number,likes number,rewteet number
0,2023-02-04 10:52:37+00:00,ylecun,@ylecun So what’s your prediction for the future in 30ys based on your work today at Meta :)?,0,2,0
1,2023-02-04 10:52:02+00:00,ylecun,@ylecun What would be the biggest drivers to that path? I thought Human language was one of the goals in Human-level AI. What else do you think acts as a catalyst aside from CV and NLP?,0,0,0
2,2023-02-04 10:50:00+00:00,ylecun,"@ylecun Off-ramp too strong a word IMHO.  Maybe a roundabout. Take the second exit and keep driving on the ""highway"".",0,1,1
3,2023-02-04 10:48:54+00:00,ylecun,"@ylecun All right, excuse me then. But what then is this supposed to be? In 2022 we're the closest we've ever been to something acting AGI-like (at first blush at least), by a lot. What do you think is wrong with LLM?",1,3,0
4,2023-02-04 10:46:42+00:00,ylecun,@ylecun @beenwrekt What are some of the wonders that you foresee within the next 10-15 years based on what you know about the technology being developed today?,0,2,0
5,2023-02-04 10:44:49+00:00,ylecun,"@ylecun Sorry, but we don't care about ""the path towards Human-Level AI"". 
If the $30 gadget can beat easily the human Chess World Champion, the goal is achieved and I leave the old-fashioned debate about ""AI is a zombie contrary to humans"" to philosophers.",2,10,2
6,2023-02-04 10:44:23+00:00,ylecun,"@ylecun Won't (autonomous) Human-Level AI introduce new skynet-type risks (Interactions with humans who don't understand what's going on)? 
What would be the applications with the best benefit/risk ratio in your opinion?",0,0,0
7,2023-02-04 10:43:56+00:00,ylecun,"@ylecun True, but is that a bad thing?",0,0,0
8,2023-02-04 10:37:21+00:00,ylecun,"@ylecun Intelligence is emergent, this is the connectionist philosophy. And hate to tell you this, the connectionist path is the one bearing fruit - follow the path until it fails.",0,0,0
9,2023-02-04 10:33:59+00:00,ylecun,"@ylecun What do we really mean by Human-Level AI? The only thing that matters is what this AI is capable of doing compared with humans. 
In some tasks, increasingly, we see AIs outperforming humans, so above Human-Level. 
We may expect different roads for the AIs depending on the tasks.",2,1,0
10,2023-02-04 10:33:38+00:00,ylecun,"@ylecun That so many people, including seasoned researchers, fall for the A.G.I trap of LLMs explicitly designed to seek reward from tricking humans is concerning ....",0,0,0
