,date,author,converation,replies number,likes number,rewteet number
0,2023-03-07 23:33:44+00:00,ylecun,@ylecun @LerrelPinto @nyuniversity Future is indeed bright https://t.co/SaSZ3poj2Y,0,0,0
1,2023-03-07 18:28:38+00:00,ylecun,@ylecun @pmarca In the early days in the US  I was surprised to see people in their 40s easily re-skill &amp; change careers.  Still admire and respect their resiliency.  For example our model perform jobs of 1000s of people. There will be morphing ie new roles will open up &amp; people adapt quickly,0,0,0
2,2023-03-07 17:52:42+00:00,ylecun,@ylecun @NotionAddon,1,0,0
3,2023-03-07 16:37:31+00:00,ylecun,"@ylecun Bonjour
Je bosse sur la (re)classification automatique de 16 millions de documents médicaux divers selon https://t.co/s8nIOt6TzO
Pensez vous que la conversion des docs, pdf, rtf, images,etc. en djvu puisse être une étape intéressante avant entrainement ?",1,0,0
4,2023-03-07 16:28:39+00:00,ylecun,"@ylecun @LerrelPinto @nyuniversity How long until we have robot servants who can cook, wash, take out the trash etc? That's a billion dollar industry and robot doesn't need a very high IQ. (and I don't care what its politics are!)",0,1,0
5,2023-03-07 15:56:03+00:00,ylecun,"@ylecun @pmarca Did we learn nothing from the 50-year tragedy of deindustrialization? They always say ""retraining"" but there are no jobs. The lucky part of the next generation may get high-tech jobs. The rest in the fast food &amp; Walmart economy. Millions of people just dumped to die in poverty.",0,0,0
6,2023-03-07 15:46:20+00:00,ylecun,@ylecun @chris_jwala @pmarca Machine learning can in some instances just be a computer interpolating best fit lines under the hood . You had line graphs back in the day right?,0,0,0
7,2023-03-07 15:25:57+00:00,ylecun,@ylecun @pmarca Government control of private markets is probably worse that socialism... crony capitalism.  All the classifications that are growing expensive faster than inflation are directly correlated to more government intervention in the US markets.,0,0,0
8,2023-03-07 15:23:13+00:00,ylecun,@ylecun @pmarca Once robot AIs can do everything a human can but cheaper then the concept of displacement will no longer apply.  Though there will still likely be a premium on things done by humans because it will be a display of wealth (same reason people buy hand-made cars etc.),0,0,0
9,2023-03-07 13:31:57+00:00,ylecun,@ylecun @LerrelPinto @nyuniversity Control systems are so much much fun and so hard. I remember my first IR line following bot. The stutters! HighSchool me had no idea while loops with loose pointers could cause so many problems. Do cool to see planning systems coming along.,0,1,0
10,2023-03-07 11:50:59+00:00,ylecun,"@ylecun @pmarca AGREE. I am American living in Paris for many years, Tech work. Yes, we do regulate more here. All the better. 

BTW I am working on a blog on the EU AI Act (AI regulation) . Would be most interested in a short quote on this: should we regulate AI and, if so, why  and how much?.",0,0,0
11,2023-03-07 11:27:42+00:00,ylecun,@ylecun @LerrelPinto @nyuniversity It's a super important ability for sure.,0,1,0
12,2023-03-07 04:24:52+00:00,ylecun,"@ylecun @lizstocks @chris_jwala @pmarca Respect @ylecun is a renowned comp. scientist and AI researcher who has made long contributions to the field, despite it being hard for him to switch from his previous branch of study. His dedication, expertise, and leadership have inspired and shaped the direction of AI research",0,0,0
13,2023-03-07 01:58:13+00:00,ylecun,@ylecun @pmarca @erikbryn the most thorough analysis of the way technology impacts a broad economy is Stanford Professor of Economic History Paul Davids work here: https://t.co/vRfoda0OML,0,1,0
14,2023-03-06 22:38:35+00:00,ylecun,"@ylecun @Sulla2389 @pmarca Hmm, the hidden costs we pay in Europe obfuscate the divergence. We pay the same price for a television but we can afford far fewer. US healthcare costs are the tax they pay for Europeans to use their generics. Europeans just pay the actual tax.",1,0,0
15,2023-03-06 21:55:40+00:00,ylecun,@ylecun @chris_jwala @pmarca Is it possible that you're wrong about the existence of ML when you got your Ph.D.?,0,2,0
16,2023-03-06 20:57:07+00:00,ylecun,"@ylecun @pmarca US definitely has a lot to tune in the dipoles of under vs over regulation so as to: 

- dampen regulatory capture *and*
- boost innovation 

Need both bottom up emergent engineering and top down regulation in order to keep free market to be truly free to serve social well-being",0,1,0
17,2023-03-06 20:46:00+00:00,ylecun,"@ylecun @pmarca A lot is hidden in the term “lasting”. How long is not “lasting”? And for whom? And where? AI - such as it is - will be incredibly disruptive, but that will not keep it from moving ahead for now.",0,1,0
18,2023-03-06 20:41:55+00:00,ylecun,@ylecun @pmarca Let's use AI to facilitate training of displaced people :),0,0,0
19,2023-03-06 20:09:02+00:00,ylecun,"@ylecun You might find this “mutual information” paper of mine interesting: “A Hierarchical Network for Clutter and Texture Modelling”, Proc. SPIE, vol. 1565, 1991, https://t.co/WOEWfEayY7",0,1,0
20,2023-03-06 17:51:02+00:00,ylecun,@ylecun @peremayol dna -&gt; membrane -&gt; life -&gt; senses -&gt; self -&gt; native intelligence -&gt; memory/experience -&gt; general intelligence -&gt; consciousness -&gt; self awareness -&gt; human intelligence,0,0,0
21,2023-03-06 17:28:44+00:00,ylecun,@ylecun Read paper using @OpenRead_sg,1,3,0
22,2023-03-06 16:46:51+00:00,ylecun,@ylecun Still works better than Galactica 😅,0,0,0
23,2023-03-06 16:18:14+00:00,ylecun,@ylecun @lizstocks @pmarca But that isn't the same thing as AI putting a surgeon out of business and then asking the surgeon to retrain. This is a step change we are looking at that isn't gradual like in the past,1,1,0
24,2023-03-06 14:46:12+00:00,ylecun,@ylecun Nice work! Can also check out our Paper Q&amp;A,0,4,0
25,2023-03-06 13:39:19+00:00,ylecun,"@ylecun @yudapearl According to Deutsch, he just means non-Turing and non-quantum computable; there could be some other form of computation going on, which we don't have a theory for yet: https://t.co/3ayTf7CUyB",0,0,0
26,2023-03-06 13:39:10+00:00,ylecun,@ylecun @pmarca That’s what we found found for software-driven automation and older workers in the US in this Journal of Econometrics piece https://t.co/3oSofH4Ssm,0,1,0
27,2023-03-06 11:57:36+00:00,ylecun,"@ylecun While there is an analogy between the brain and DNNs,  DNNs may operate through an entirely different mechanism. 

Is there any research in the context of DNNs indicating that one-by-one prediction of words is less effective than predicting the sentence as a whole?",0,0,0
28,2023-03-06 11:43:06+00:00,ylecun,"@ylecun @pmarca @ESYudkowsky yeah, because people will be all dead :)",0,0,0
29,2023-03-06 11:00:25+00:00,ylecun,@ylecun @pmarca Well Spain (my home country) has definitely seen an increase of prices and/or severe reduction in quality in any of those heavily regulated fields. The left pretty much fucked it all up for the past two decades.,0,0,0
30,2023-03-06 10:57:44+00:00,ylecun,@ylecun @pmarca Are you considering the increase learning rate of humans as well? Knowledge passing from machine2human and/or human2human will also accelerate as technology beefs up bandwidth,0,0,0
31,2023-03-06 10:47:25+00:00,ylecun,"@ylecun @chris_jwala @pmarca Imagine you didn't have an IQ that's  3+ sigma. Imagine you grew up in an environment where, in order to provide for your family, you had to work in a coal mine or drive a truck. How would you think you'd fair studying linear algebra and matrix multiplication at 50 years old?",3,0,1
32,2023-03-06 10:44:59+00:00,ylecun,"@ylecun @chris_jwala @pmarca Computer Science didn't exist as a degree, you did maths or engineering (automation engineering for example!)",1,1,0
33,2023-03-06 10:44:02+00:00,ylecun,"@ylecun @pmarca Re: workforce retraining. No matter what people's imbecilic subjective thoughts are about ""The Bell Curve"" and intelligence, it seems obvious that there is an intelligence floor that has rapidly been increasing. AI seems to shift the IQ needed to have a job from 90 to 110+.",1,1,0
34,2023-03-06 09:44:59+00:00,ylecun,"@ylecun @pmarca Agreed, though one thing to note is that unlike during previous technological evolutions, the years of schooling for the jobs AI will target are very high, with the average schooling of the US population up from 8 to 14 years over the century. 

 https://t.co/Bg0375kXFi",0,0,0
35,2023-03-06 06:48:21+00:00,ylecun,"@ylecun @pmarca With us, as soon as I said target tech is changed, smart people moved on years before the catastrophy and human dramas  that are unfolding now for the slow adopters ;)",0,1,0
36,2023-03-06 05:38:10+00:00,ylecun,"@ylecun @chris_jwala @pmarca Yep, if you never stop learning, you are far less likely to be replaced. AI is only good at replacing solved and repeated tasks and it’s new data needs to be generated by someone. People who do a degree and then think their learning days are over are in trouble and rightly so.",1,0,0
37,2023-03-06 04:42:01+00:00,ylecun,@ylecun @pmarca Automobiles and trucks did cause lasting unemployment among horses.,1,16,1
38,2023-03-06 04:25:59+00:00,ylecun,@ylecun @pmarca Can you offer any historical examples in which 'workforce retraining' was actually successful in helping tens of millions of people over age 40 who suffered sudden technological unemployment to find new jobs at similar wages?,13,37,0
